title,description,skill,link
Android Developer,Kafein Yazýlým Hizmetleri Tic. A.Þ.,"git , android , java",https://www.kariyer.net//is-ilani/kafein-yazilim-hizmetleri-tic-a-s-android-developer-3429703
Senior Android Developer,Experis Turkey,"git , programming , restful , review , scrum , software development , web service , android , java , design , research , json , engineering",https://www.kariyer.net//is-ilani/experis-turkey-senior-android-developer-3359805
Ttza Sistem Entegrasyon Mühendisi,BMC OTOMOTÝV SANAYÝ VE TÝCARET A.Þ.,"catia , sap",https://www.kariyer.net//is-ilani/bmc-otomotiv-sanayi-ve-ticaret-a-s-ttza-sistem-entegrasyon-muhendisi-3450189
Ibm As/400 Programcý,Sum Yazýlým Bilgisayar Ltd . Þti .,"sql , cobol",https://www.kariyer.net//is-ilani/sum-yazilim-bilgisayar-ltd-sti-ibm-as-400-programci-3462109
Yayýn Mühendisi,Demirören Medya Grubu,microsoft,https://www.kariyer.net//is-ilani/demiroren-medya-grubu-yayin-muhendisi-3396993
Logo Destek Uzmaný,SALUTE SAÐLIK HÝZMETLERÝ A.Þ.,"erp , microsoft , sale , sql",https://www.kariyer.net//is-ilani/salute-saglik-hizmetleri-a-s-logo-destek-uzmani-3449438
Logo Sistem Uzmaný,ATA BÝLGÝSAYAR ELEKT.EÐT.DAN.SAN.TÝC.LTD.ÞTÝ.,"erp , sql",https://www.kariyer.net//is-ilani/ata-bilgisayar-elekt-egt-dan-san-tic-ltd-sti-logo-sistem-uzmani-3421033
Logo Bordro Destek Uzmaný,RNET YAZILIM HÝZMETLERÝ LTD.ÞTÝ.,erp,https://www.kariyer.net//is-ilani/rnet-yazilim-hizmetleri-ltd-sti-logo-bordro-destek-uzmani-3445833
Logo Destek Uzmaný,MUDBEY YAZILIM VE DANIÞMANLIK HÝZMETLERÝ LÝMÝTED ÞÝRKETÝ,"microsoft , microsoft sql server , sql",https://www.kariyer.net//is-ilani/mudbey-yazilim-ve-danismanlik-hizmetleri-limited-s-logo-destek-uzmani-3444623
SAP Fiori Danýþmaný,SPECTRUM GÝRÝÞÝMCÝLÝK YATIRIMCILIK YAZILIM DANIÞMANLIK A.Þ,sap,https://www.kariyer.net//is-ilani/spectrum-girisimcilik-yatirimcilik-yazilim-danisma-sap-fiori-danismani-3438793
Ýþ Zekasý Uzmaný,Teklas Kauçuk,"sql , qlikview",https://www.kariyer.net//is-ilani/teklas-kaucuk-is-zekasi-uzmani-3092359
Ýþ Zekasý Uzmaný,ENTERPRISE RENT A CAR,sql,https://www.kariyer.net//is-ilani/enterprise-rent-a-car-is-zekasi-uzmani-3465621
Business Intelligence & Reporting Specialist,Teleperformance Türkiye,"sql , qlikview",https://www.kariyer.net//is-ilani/teleperformance-turkiye-business-intelligence-reporting-specialist-3247448
Ýþ Zekasý Uzmaný / Kýdemli Uzmaný,ininal,"tableau , linux , sql",https://www.kariyer.net//is-ilani/ininal-is-zekasi-uzmani-kidemli-uzmani-3395546
Ýþ Zekasý Uzmaný,Kariyer.Net,"sql , azure",https://www.kariyer.net//is-ilani/kariyer-net-is-zekasi-uzmani-3452966
Ýþ Zekasý Uzmaný,Ýstanbul Memorial Saðlýk Yatýrýmlarý A.Þ.,sql,https://www.kariyer.net//is-ilani/istanbul-memorial-saglik-yatirimlari-a-s-is-zekasi-uzmani-3457194
Ýþ Zekasý Uygulamalar Uzmaný,Yýldýzlar Yatýrým Holding A.Þ.,"erp , sap",https://www.kariyer.net//is-ilani/yildizlar-yatirim-holding-a-s-is-zekasi-uygulamalar-uzmani-3375689
Ýþ Zekasý Uzmaný,Ýstanbul Sabiha Gökçen Uluslararasý Havalimaný,sql,https://www.kariyer.net//is-ilani/istanbul-sabiha-gokcen-uluslararasi-havalimani-is-zekasi-uzmani-3451460
Ýþ Zekasý ve Raporlama Uzmaný,GREYDER,excel,https://www.kariyer.net//is-ilani/greyder-is-zekasi-ve-raporlama-uzmani-3370179
Ýþ Zekasý ve Karar Destek Uzmaný,Turkuvaz Medya Grubu,microsoft,https://www.kariyer.net//is-ilani/turkuvaz-medya-grubu-is-zekasi-ve-karar-destek-uzmani-3443414
Ýþ Zekasý Uzmaný,Ýpekyol Giyim San. ve Tic. A.Þ.,"sql , qlikview , oracle",https://www.kariyer.net//is-ilani/ipekyol-giyim-san-ve-tic-a-s-is-zekasi-uzmani-3429144
Ýþ Zekasý Uzmaný,Arvato Lojistik Dýþ Ticaret ve E Ticaret Hizmetleri A.Þ.,"sql , azure",https://www.kariyer.net//is-ilani/arvato-lojistik-dis-ticaret-ve-e-ticaret-hizmetler-is-zekasi-uzmani-3447524
Raporlama ve Ýþ Zekasý Uzmaný,Comdata Teknoloji ve Müþteri Hizmetleri A.Þ.,"sql , cm , excel",https://www.kariyer.net//is-ilani/comdata-teknoloji-ve-musteri-hizmetleri-a-s-raporlama-ve-is-zekasi-uzmani-3246772
Business Intelligence Specialist,AK GIDA SANAYÝ VE TÝC.A.Þ,"sap , turkish , business intelligence , mathematics , erp , sql , engineering",https://www.kariyer.net//is-ilani/ak-gida-sanayi-ve-tic-a-s-business-intelligence-specialist-3460467
Ýþ Zekasý Uzmaný,Corendon Hotels & Resorts,"microsoft , microsoft office",https://www.kariyer.net//is-ilani/corendon-hotels-resorts-is-zekasi-uzmani-3383241
Ýþ Zekasý Uzmaný,Aydýnlý Grup,microsoft,https://www.kariyer.net//is-ilani/aydinli-grup-is-zekasi-uzmani-2830525
Ýþ Zekasý Uzmaný,Grup Florence Nightingale Hastaneleri,sql,https://www.kariyer.net//is-ilani/grup-florence-nightingale-hastaneleri-is-zekasi-uzmani-3410634
Ýþ Zekasý Yetkilisi / Yönetici Yardýmcýsý,Türkiye Finans Katýlým Bankasý,sql,https://www.kariyer.net//is-ilani/turkiye-finans-katilim-bankasi-is-zekasi-yetkilisi-yonetici-yardimcisi-3202142
Software Project Manager,SmartMessage,"project management , risk management , scrum , software development , workshop , time management , building , management , training , engineering",https://www.kariyer.net//is-ilani/smartmessage-software-project-manager-3299339
Yayýn Personeli,Gizli Firma,"word , powerpoint , excel",https://www.kariyer.net//is-ilani/gizli-firma-yayin-personeli-3291800
Sistem ve Að Yöneticisi,Sanovel Ýlaç,"veeam , dns , vmware , itil",https://www.kariyer.net//is-ilani/sanovel-ilac-sistem-ve-ag-yoneticisi-3444883
